0.566428419,6.232218265
0.20767939,6.034445019
0.095608668,8.791240696
0.062521467,5.177572219
0.025782018,4.480596506
0.334126942,7.141109988
0.5568066,6.500419037
0.845939421,7.762321297
0.626754222,7.260300324
0.59986361,7.269898812
0.210636149,6.062009289
0.253914832,6.514311303
0.651973711,7.709953888
0.328916771,5.409892507
0.52317395,6.75827731
0.124716558,5.213155726
0.452696285,6.509773651
0.992595861,10.35242107
0.399228826,8.978934098
0.061911717,4.639938918
0.292961256,6.244669715
0.552271825,7.64177817
0.740127279,9.299175123
0.318404497,6.461989971
0.493858175,6.827925238
0.628668642,7.958726494
0.753146301,6.679988065
0.69388733,8.021091498
0.136880534,5.12979732
0.906962105,6.930452848
0.378876588,5.900724619
0.529622209,6.823404495
0.988615002,8.853431603
0.958209313,8.209559081
0.817646077,8.945984983
0.423895471,6.856113443
0.817976533,7.00381349
0.444495887,5.42134444
0.380260347,7.356633399
0.707235169,8.465307231
0.238916119,5.157576924
0.175765113,4.704885087
0.238146768,5.697141448
0.283591619,6.008292225
0.040648714,5.22656887
0.551416684,8.706428102
0.942498983,10.19983295
0.787836608,7.422422231
0.241432222,6.736434602
0.695975548,8.687740742
0.015257509,5.933654717
0.768547507,8.704647361
0.331892691,6.782180929
0.322330094,5.947818602
0.765437295,7.412322439
0.384164971,6.817404205
0.218626721,6.510292648
0.563322082,7.913504496
0.220633325,4.390883865
0.162637054,5.201794149
0.39964005,7.063843944
0.020394941,5.076851819
0.42327013,6.330140454
0.0032733,4.780601945
0.044860029,4.288003039
0.189124115,6.827563761
0.201336332,5.555570289
0.60034962,6.307993552
0.231722458,6.081629603
0.56654788,6.294322486
0.550749671,7.415103536
0.338006294,6.151314579
0.989923507,9.837035309
0.14835925,4.220913342
0.851287667,8.287877112
0.787180011,8.390995005
0.524300978,6.313437223
0.018838962,5.069481938
0.263451715,6.600399884
0.998589723,7.844993793
0.710540618,8.354660882
0.218090335,7.231076146
0.641612687,7.602413985
0.121068248,3.67934455
0.55668134,6.852133357
0.787968207,9.825359762
0.414501925,5.911365391
0.083664406,6.362321579
0.587106721,6.992534322
0.639266464,6.754081354
0.125154731,5.555494817
0.865261678,8.130067764
0.487784286,7.745560773
0.276017819,5.777754516
0.311471636,4.821353791
0.666566707,7.24785746
0.500098079,5.807800877
0.444138521,8.338090024
0.325582509,6.985038253
0.56592369,7.820404617
